"TRAIT","GO","NAME","FUNCTION","QTL","locusName","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG424100","AT2G27060","","Leucine-rich repeat protein kinase family protein","LOC_Os03g20450","expressed protein"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG431000","AT1G76380","","DNA-binding bromodomain-containing protein","LOC_Os03g21450","bromodomain domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG431800","AT5G58300","","Leucine-rich repeat protein kinase family protein","LOC_Os03g21510","inactive receptor kinase At2g26730 precursor, putative, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG434700","AT3G56370","","Leucine-rich repeat protein kinase family protein","LOC_Os03g21730","receptor-like protein kinase precursor, putative, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG439400","AT2G02340","AtPP2-B8,PP2-B8","phloem protein 2-B8","LOC_Os08g05480","OsFBX261 - F-box domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG441600","AT2G13540","ABH1,ATCBP80,CBP80,ENS","ARM repeat superfamily protein","LOC_Os03g22570","MIF4G domain containing protein, putative, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG444400","AT2G33500","","B-box type zinc finger protein with CCT domain","LOC_Os03g22770","CCT/B-box zinc finger protein, putative, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG444700","AT2G47900","AtTLP3,TLP3","tubby like protein 3","LOC_Os03g22800","OsFBT5 - F-box and tubby domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG447900","AT2G41500","EMB2776,LIS","WD-40 repeat family protein / small nuclear ribonucleoprotein Prp4p-related","LOC_Os03g23935","WD domain, G-beta repeat domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG448900","AT5G13460","IQD11","IQ-domain 11","LOC_Os03g23960","IQ calmodulin-binding motif family protein, putative, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG455500","AT3G22730","","F-box and associated interaction domains-containing protein","LOC_Os03g46510","OsFBX103 - F-box domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG463500","AT3G17040","HCF107","high chlorophyll fluorescent 107","LOC_Os03g19560","tetratricopeptide repeat domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG464300","AT4G02020","EZA1,SDG10,SWN","SET domain-containing protein","LOC_Os03g19480","SET domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG465200","AT2G47410","","WD40/YVTN repeat-like-containing domain;Bromodomain","LOC_Os03g19340","WD domain, G-beta repeat domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG470800","AT5G11240","","transducin family protein / WD-40 repeat family protein","LOC_Os03g18840","NUC189 domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG473000","AT3G51740","IMK2","inflorescence meristem receptor-like kinase 2","LOC_Os03g18630","receptor-like kinase RHG1, putative, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG475400","AT3G51770","ATEOL1,ETO1","tetratricopeptide repeat (TPR)-containing protein","LOC_Os03g18360","BTBT1 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with tetratricopeptide repeats, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG478600","AT5G58700","ATPLC4,PLC4","phosphatidylinositol-speciwc phospholipase C4","LOC_Os03g18010","phospholipase C, putative, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG480200","AT3G45620","","Transducin/WD40 repeat-like superfamily protein","LOC_Os03g17780","WD domain, G-beta repeat domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG482200","AT5G02810","APRR7,PRR7","pseudo-response regulator 7","LOC_Os03g17570","response regulator receiver domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG483300","AT3G55040","GSTL2","glutathione transferase lambda 2","LOC_Os03g17480","IN2-1 protein, putative, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG483500","AT3G55040","GSTL2","glutathione transferase lambda 2","LOC_Os03g17470","IN2-1 protein, putative, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG483600","AT3G55040","GSTL2","glutathione transferase lambda 2","LOC_Os03g17470","IN2-1 protein, putative, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG553600","AT1G53360","","F-box associated ubiquitination effector family protein","LOC_Os12g03440","OsFBX436 - F-box domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG555300","AT2G47500","","P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain","LOC_Os03g18980","kinesin motor domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","4N@31.99","Pavir.4NG046131","AT1G53490","","RING/U-box superfamily protein","LOC_Os02g13810","DNA binding protein, putative, expressed"
"Al27","GO:0005515","protein binding","molecular_function","4N@31.99","Pavir.4NG068100","AT1G72310","ATL3","RING/U-box superfamily protein","LOC_Os06g09310","zinc finger, C3HC4 type domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","4N@31.99","Pavir.4NG102100","AT1G74410","","RING/U-box superfamily protein","LOC_Os06g12560","zinc finger, C3HC4 type, domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","4N@31.99","Pavir.4NG104319","AT5G40250","","RING/U-box superfamily protein","LOC_Os06g12680","RING-H2 finger protein, putative, expressed"
"Al27","GO:0005515","protein binding","molecular_function","4N@31.99","Pavir.4NG114800","AT4G40070","","RING/U-box superfamily protein","LOC_Os06g14650","zinc finger, C3HC4 type domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","4N@31.99","Pavir.4NG114900","AT2G18670","","RING/U-box superfamily protein","LOC_Os06g14640","zinc finger, C3HC4 type domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","4N@31.99","Pavir.4NG115100","AT2G20030","","RING/U-box superfamily protein","LOC_Os06g14650","zinc finger, C3HC4 type domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","4N@31.99","Pavir.4NG121900","AT2G40830","RHC1A","RING-H2 finger C1A","LOC_Os06g10800","zinc finger family protein, putative, expressed"
"Al27","GO:0005515","protein binding","molecular_function","4N@31.99","Pavir.4NG131000","AT3G05200","ATL6","RING/U-box superfamily protein","LOC_Os06g11450","zinc finger, C3HC4 type domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","4N@31.99","Pavir.4NG141141","AT4G30400","","RING/U-box superfamily protein","LOC_Os06g08820","RING-H2 finger protein, putative, expressed"
"Al27","GO:0005515","protein binding","molecular_function","4N@31.99","Pavir.4NG155400","AT3G16090","","RING/U-box superfamily protein","LOC_Os06g19680","zinc finger, C3HC4 type domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","4N@31.99","Pavir.4NG161500","AT4G30370","","RING/U-box superfamily protein","LOC_Os06g16060","zinc finger, C3HC4 type domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","4N@31.99","Pavir.4NG166500","AT4G40070","","RING/U-box superfamily protein","LOC_Os06g34650","zinc finger, C3HC4 type domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","4N@31.99","Pavir.4NG166700","AT2G35000","","RING/U-box superfamily protein","LOC_Os06g34640","zinc finger, C3HC4 type domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","4N@31.99","Pavir.4NG166900","AT4G40070","","RING/U-box superfamily protein","LOC_Os06g34640","zinc finger, C3HC4 type domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","4N@31.99","Pavir.4NG168900","AT5G10380","ATRING1,RING1","RING/U-box superfamily protein","LOC_Os06g34450","zinc finger, C3HC4 type domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","4N@31.99","Pavir.4NG169100","AT5G05280","","RING/U-box superfamily protein","LOC_Os06g34430","zinc finger protein, putative, expressed"
"Al27","GO:0005515","protein binding","molecular_function","4N@31.99","Pavir.4NG169200","AT4G40070","","RING/U-box superfamily protein","LOC_Os06g34400","zinc finger, C3HC4 type domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","4N@31.99","Pavir.4NG169300","AT2G20030","","RING/U-box superfamily protein","LOC_Os06g34400","zinc finger, C3HC4 type domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","4N@31.99","Pavir.4NG169500","AT4G40070","","RING/U-box superfamily protein","LOC_Os06g34360","zinc finger, C3HC4 type domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","4N@31.99","Pavir.4NG210500","AT1G15100","RHA2A","RING-H2 finger A2A","LOC_Os01g55110","RING-H2 finger protein, putative, expressed"
"Al27","GO:0005515","protein binding","molecular_function","4N@31.99","Pavir.4NG213500","AT4G40070","","RING/U-box superfamily protein","LOC_Os06g34640","zinc finger, C3HC4 type domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","4N@31.99","Pavir.4NG213511","AT4G40070","","RING/U-box superfamily protein","LOC_Os06g34640","zinc finger, C3HC4 type domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","4N@31.99","Pavir.4NG217800","AT3G20280","","RING/FYVE/PHD zinc finger superfamily protein","LOC_Os06g20410","BAH domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","4N@31.99","Pavir.4NG219700","AT3G08505","","zinc finger (CCCH-type/C3HC4-type RING finger) family protein","LOC_Os06g21390","Zinc finger C-x8-C-x5-C-x3-H type domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","5K@37.73","Pavir.5KG177200","AT1G80400","","RING/U-box superfamily protein","LOC_Os01g16120","zinc finger, C3HC4 type domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","5K@37.73","Pavir.5KG193800","AT2G20030","","RING/U-box superfamily protein","LOC_Os05g29676","RING-H2 finger protein, putative, expressed"
"Al27","GO:0005515","protein binding","molecular_function","5K@37.73","Pavir.5KG211000","AT5G56340","ATCRT1","RING/U-box superfamily protein","LOC_Os01g16950","zinc finger, C3HC4 type domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","5K@37.73","Pavir.5KG227400","AT3G05545","","RING/U-box superfamily protein","LOC_Os01g24880","zinc finger, C3HC4 type domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","7K@41.91","Pavir.7KG350800","AT5G52060","ATBAG1,BAG1","BCL-2-associated athanogene 1","LOC_Os04g52890","ATBAG1, putative, expressed"
"Al27","GO:0005515","protein binding","molecular_function","7K@41.91","Pavir.7KG403900","AT2G29840","","RING/U-box superfamily protein","LOC_Os12g05270","zinc finger, C3HC4 type domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG090400","AT5G56340","ATCRT1","RING/U-box superfamily protein","LOC_Os03g20870","zinc finger, C3HC4 type domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG147000","AT3G16720","ATL2,TL2","TOXICOS EN LEVADURA 2","LOC_Os03g22080","RING-H2 finger protein, putative, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG389900","AT1G72310","ATL3","RING/U-box superfamily protein","LOC_Os03g28080","ring-H2 zinc finger protein, putative, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG390200","AT3G62690","ATL5","AtL5","LOC_Os03g28040","zinc finger, C3HC4 type domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG400600","AT5G27420","ATL31,CNI1","carbon/nitrogen insensitive 1","LOC_Os03g27360","RING-H2 finger protein ATL5H precursor, putative, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG413100","AT1G63490","","transcription factor jumonji (jmjC) domain-containing protein","LOC_Os06g51490","PHD-finger domain containing protein, putative, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG436600","AT2G35420","","RING/U-box superfamily protein","LOC_Os05g29676","RING-H2 finger protein, putative, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG443900","AT5G18650","","CHY-type/CTCHY-type/RING-type Zinc finger protein","LOC_Os03g22680","RING finger and CHY zinc finger domain-containing protein 1, putative, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG445500","AT2G40830","RHC1A","RING-H2 finger C1A","LOC_Os03g22830","zinc finger, C3HC4 type domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG505100","AT3G55530","SDIR1","RING/U-box superfamily protein","LOC_Os03g16570","zinc finger, C3HC4 type domain containing protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG505300","AT2G39720","RHC2A","RING-H2 finger C2A","LOC_Os03g16480","zinc finger family protein, putative, expressed"
"Al27","GO:0005515","protein binding","molecular_function","9K@76.29","Pavir.9KG555500","AT3G05670","","RING/U-box protein","LOC_Os03g19020","PHD-finger family protein, expressed"
"Al27","GO:0005515","protein binding","molecular_function","4N@31.99","Pavir.4NG106900","AT5G62560","","RING/U-box superfamily protein with ARM repeat domain","LOC_Os06g13080","spotted leaf 11, putative, expressed"
"Al27","GO:0005515","protein binding","molecular_function","4N@31.99","Pavir.4NG119700","AT1G25440","","B-box type zinc finger protein with CCT domain","LOC_Os06g15330","CCT/B-box zinc finger protein, putative, expressed"
"Al27","GO:0005515","protein binding","molecular_function","4N@31.99","Pavir.4NG153800","AT3G07650","COL9","CONSTANS-like 9","LOC_Os06g19444","CCT/B-box zinc finger protein, putative, expressed"
