"SITE","LINE","B","Na","Mg","Al","P","K","Ca","Mn","Fe","Co","Cu","Zn","As","Se","Rb","Sr","Mo","Cd"
"MI","249",6.110127543,8.589299807,1738.445709,22.18203777,178.5682864,62949.3148,1503.09115,60.09610689,16.22908609,0.016787226,3.039438831,4.697017126,0.004630756,NA,0.978735958,3.285393274,0.01891177,0.059042545
"MI","25",3.183005133,NA,1246.415889,75.58274377,520.178313,76563.2165,1351.646965,49.12543124,45.4180628,0.025838884,3.889767481,8.285521948,0.016654561,0.001600143,2.343489442,3.588680197,0.040230603,0.028191456
"MI","250",2.782177357,7.049641296,1245.054752,32.40920304,205.4613064,31112.22163,1152.811941,46.53490653,28.61968325,0.030573231,3.551098167,4.482197349,0.008455625,0.00024074,0.367872012,2.962263164,0.041741397,0.017615694
"MI","251",2.692132201,13.63990601,1101.096271,26.22055502,272.1523152,54216.82209,982.9882463,46.39719657,23.11214253,0.032078907,3.632424964,8.52835836,0.008105916,NA,1.49543805,3.631791299,0.023612036,0.042172177
"MI","252",3.389423527,7.327101107,1174.19907,27.09423615,292.1444506,48689.96356,1274.09482,44.51368541,28.58563083,0.029984988,4.453607041,5.270217439,0.01153167,NA,0.653527498,3.663661248,0.032292138,0.043515963
"MI","254",3.554944036,7.79169844,1153.00403,42.96313415,203.444723,52457.6411,2082.110363,70.72826614,32.11054938,0.033886384,3.977908599,5.033306095,0.009443488,NA,1.08375421,4.783784723,0.033628294,0.03424156
"MI","255",2.782466087,6.759015448,1250.925935,36.65206788,325.4113249,26506.43468,1543.213158,40.37088734,25.48985115,0.031858694,5.054971555,5.813228241,0.009214825,NA,0.757631215,3.933074863,0.027841842,0.056545665
"MI","256",3.054752747,10.80963109,1325.528644,20.8061807,336.617879,76415.15364,1262.489675,54.92436454,18.42317799,0.027370468,4.222700827,7.278169315,0.005805715,NA,1.17671751,2.679617192,0.030861307,0.041886903
"MI","257",3.838135616,7.534886255,813.189231,30.23634283,261.5490378,44715.19086,1395.429407,34.36299109,25.59904301,0.031200822,3.024543315,6.16891383,0.008719319,NA,0.613211543,3.322351487,0.034746587,0.00954542
"MI","258",5.431541136,17.21637028,1005.367478,32.84554329,433.3200894,76375.74622,NA,43.83082882,25.04684183,NA,5.19117243,NA,0.007931872,0.018037,1.313850925,4.788751653,0.025691485,0.030275781
"MI","259",2.713149718,4.989330907,1213.764663,35.7064372,527.6520338,48997.75411,1193.712759,54.855945,29.20360119,0.032638256,5.258053737,6.905227139,0.008279334,NA,1.186459679,3.590578738,0.038341232,0.037898123
"MI","26",3.411065073,10.54929338,1336.781089,31.57299375,213.0825594,65808.84925,1709.467649,42.78787956,26.32584361,0.030169455,3.907901055,4.192911804,0.010882211,NA,1.321852964,4.201841328,0.035982037,0.021784744
"MI","260",2.289134252,9.341714648,1305.644354,43.07649919,291.25997,113290.9059,2266.375953,57.47462622,29.93098466,0.025704447,3.047101544,5.167048579,0.008900122,NA,1.515462887,5.711117582,0.036823509,0.014056094
"MI","263",5.103892826,10.7421347,1979.830635,54.8883629,326.2879624,43836.72082,1340.874366,36.98280379,28.84494358,0.023225156,3.828162791,6.985325468,0.01935456,NA,1.304588492,4.470736238,0.028910491,0.040437749
"MI","264",2.038379567,4.89714674,1368.300688,39.76239435,395.3573855,28284.26078,1290.674861,94.47134749,29.09319425,0.044211344,4.775154336,9.615699265,0.006942707,0.012573162,0.719983086,5.485970787,0.027306177,0.017256793
"MI","265",3.454300048,6.555300753,1585.936901,55.12540534,267.8456085,41237.36403,2172.18129,89.87439797,34.46041691,0.019976091,4.252221438,5.514606375,NA,NA,0.830885005,6.679862548,0.042916084,0.051847687
"MI","267",2.974256466,5.88790729,1451.336472,64.68337699,317.2921156,106633.0172,1848.277664,45.37831648,43.20497273,0.038199279,4.210985537,5.355508011,NA,NA,2.538742388,4.894110504,0.043011249,0.02553118
"MI","268",2.609667531,5.629974584,739.0135201,33.81404464,215.8371606,38124.06135,1182.606317,34.96845035,25.49760715,0.024066881,2.948073931,5.571141554,0.008532647,0.016229102,0.575081083,2.497984516,0.036050915,0.019833645
"MI","270",7.472877919,18.69701691,1073.75373,27.29232199,262.3332725,101511.6103,1522.734415,33.53851704,20.10779271,0.021247972,2.3479968,9.020226864,0.00796835,NA,2.122900289,3.88577273,0.02103778,0.015335738
"MI","272",4.184069835,5.516957291,1448.493394,52.90175132,424.3016933,39233.79024,1885.206829,73.77721433,28.1771492,0.027341004,5.108245293,8.21794701,0.011670745,0.017092056,0.732268633,5.443455755,0.038882317,NA
"MI","273",2.068292381,5.297638787,1213.93501,34.8470132,307.0320188,59755.99112,1317.716818,49.98418352,22.14902768,0.020920872,3.244417429,5.962188285,0.006685598,NA,1.365258605,3.450817273,0.026551334,0.039500016
"MI","274",2.525649469,5.916866721,1506.322034,30.07609779,304.6493958,23196.22106,1269.014282,47.61455794,30.58359602,0.032643314,4.591154034,4.510745695,0.007407986,NA,0.716190269,3.84493021,0.026300678,0.025602735
"MI","275",4.034223268,5.37292476,1445.117257,38.04885791,250.2856438,31818.02978,1031.122695,44.11911088,31.48996281,0.031497447,3.979573888,5.189662166,0.010373155,NA,0.522082145,3.109756588,0.040708507,0.058660147
"MI","276",2.017606458,14.94180842,1815.708693,49.7069712,428.2396909,42045.15229,1488.732259,46.70560273,37.01121543,0.03363987,4.798153285,5.690409014,0.014876349,NA,1.358672686,4.230301815,0.037634185,0.080030316
"MI","277",4.522137641,7.188367816,1088.409553,64.25986267,569.4509388,95519.53417,1571.123345,69.22432574,32.7460581,0.020816184,4.12046212,8.895014454,0.020441534,NA,1.276529539,3.64349439,0.041316245,0.048608879
"MI","279",4.309825802,9.639485089,887.075263,36.36851965,203.7193965,95329.47616,1340.553685,44.80357179,31.82728425,0.037957974,3.260434251,4.992304665,0.009105974,NA,1.744331168,3.782835848,0.042746212,0.039406473
"MI","28",NA,15.60275301,1348.239849,32.37867482,269.3814121,74574.23977,1058.05919,40.72875892,22.99821558,0.020849326,3.39483547,5.006203053,0.007630226,0.01503197,1.59419524,2.498403968,0.025200739,0.026215987
"MI","281",1.707807945,8.145091764,967.0073498,41.34559336,356.2548374,106084.7903,993.3671862,42.03089326,26.26629442,0.025655869,4.178908351,7.484099694,0.005048447,0.028466742,1.367941894,2.842302481,0.030298848,0.007293518
"MI","283",2.209793414,21.45712604,1129.239592,43.74954298,211.9286515,34234.7132,836.9104953,35.63737439,24.43792564,0.017163907,4.099118161,4.15632531,0.019103232,NA,0.909510379,3.269322993,0.029194534,0.020745329
"MI","284",3.342549236,16.97393658,1391.636858,44.05360229,231.4303877,53073.92646,1080.170143,55.44696613,31.45706994,0.016135571,4.504421513,9.390959571,NA,NA,1.564059634,3.485111786,0.028982848,0.035661982
"MI","285",2.872358206,9.846737375,935.5969892,50.62468498,219.2074549,118696.4818,1315.979002,49.34267571,25.97080992,0.019754325,3.340023355,8.026962001,0.015801533,NA,1.321596463,3.757009029,0.023895058,0.026947897
"MI","286",2.364659433,7.051329565,1167.050069,25.47625444,246.8125224,44693.29936,1062.236211,53.76673288,27.18610587,0.027624327,3.799632854,6.143376391,0.007611154,NA,0.809003444,2.811519437,0.030450516,0.0183969
"MI","287",4.841350753,6.531700593,1166.434082,38.21136018,441.2763588,46576.21195,1489.82962,49.76916187,34.22541923,0.03579093,5.716947789,NA,0.010519483,0.020767334,1.089194308,3.365276729,0.035882166,0.018601892
"MI","289",NA,15.42279127,1273.353438,26.04874119,182.4227981,59832.74092,1015.31699,39.08482421,20.8745743,0.025587655,3.654104486,5.23993957,0.007644998,0.008443907,0.980643242,2.509519012,0.021227273,0.017943529
"MI","29",2.395601638,11.33019855,1281.980375,39.20720986,252.2274264,32020.54447,1170.816193,64.76489559,28.77056996,0.055848443,4.665684047,5.806466262,0.008979019,NA,0.746929963,3.345215105,0.025614436,0.021944824
"MI","292",2.736451725,15.38388448,836.9762413,47.80025957,412.9422231,NA,909.5152809,19.67224266,26.55188824,0.023552465,3.673446933,7.549274239,0.009339259,NA,NA,2.402802317,0.049740771,0.013527769
"MI","293",2.602278243,7.148660796,1025.627872,61.61806764,382.5473186,61621.86867,1433.428771,74.95036809,36.40341839,0.03235418,3.548765194,11.02559619,NA,NA,1.026400433,4.093591264,0.054166089,0.032081656
"MI","294",3.702456782,6.910615256,989.1660722,31.63269538,300.9270392,78425.55037,1161.288562,41.27952902,19.7296651,0.027965815,4.78350841,NA,0.007184743,0.008607432,1.266747899,2.713690707,0.023208954,0.011950237
"MI","296",3.302711962,4.925308953,1144.089676,30.49968838,222.1789653,54521.85952,1603.88691,50.42484735,25.53959191,0.024168808,2.939950737,4.099320645,0.008149822,NA,0.830046181,3.997964568,0.029963834,0.029643911
"MI","297",1.66532586,7.978549511,2128.367202,37.96522575,338.793984,35631.33098,2030.498293,59.89127136,37.11598239,0.045207252,5.542133078,5.801427182,0.013004307,NA,0.918625118,5.838020076,0.032138378,0.050802197
"MI","298",3.880774051,6.384611332,1201.641925,61.40897143,420.9882944,84186.67868,1461.951248,60.77291273,46.21629197,0.027918354,3.30744691,9.180437601,0.016576373,0.008759315,2.002735015,3.639647757,0.037059216,0.029719933
"MI","299",4.431117778,14.48474749,1418.410482,38.94756321,325.3315967,34344.96438,1176.372264,31.95500284,28.50270053,0.026879551,3.897868646,5.341612227,0.00768259,NA,0.737543778,3.116175372,0.029476908,0.021946209
"MI","3",1.657415151,7.031203935,1108.567468,50.4349241,308.0241789,55850.38315,999.0801854,52.29930911,29.43489478,0.019921059,4.649374228,5.899865542,0.010838188,0.001908237,0.926841848,2.907297299,0.026090046,0.067642965
"MI","30",NA,12.58655207,911.8279309,25.39820703,155.9829854,21975.30651,879.8521417,39.77969554,18.70461354,0.023723859,2.886961752,6.143307107,0.008518727,0.003047478,0.407671725,2.706066378,0.034064014,0.016672796
"MI","300",4.593362753,7.620083483,1144.420214,24.12507122,200.7307196,94844.889,1819.646141,38.27222202,18.74153683,0.019909338,2.99137292,4.439054365,0.005859186,0.006694417,1.210014559,4.664277973,0.019729985,0.015562887
"MI","301",3.456012333,6.577079384,1520.778413,57.23239126,247.6064636,48131.96567,1445.563127,77.00229881,27.74632888,0.025277379,3.337927364,6.063049124,0.011678103,NA,0.826919568,3.710495592,0.029813895,0.07886071
"MI","302",2.13293948,6.123890633,1206.133417,53.97052568,292.76282,41331.63135,1892.106586,67.61218094,32.06704988,0.028935699,4.038313457,13.69783541,0.011689089,NA,0.723026838,5.220777198,0.032065731,0.022950103
"MI","303",6.643092153,19.16462485,1699.813006,26.60604717,252.3347631,65519.78011,1682.864362,43.09498759,20.31177033,0.044310294,2.563468444,NA,0.010259221,0.021451302,1.537999742,3.347472024,0.04082415,0.041241583
"MI","304",4.066421808,6.524861176,1487.598065,38.18803147,267.5356115,55921.47803,1826.963446,48.83781437,27.22390946,0.028597174,3.470709619,3.445640211,0.008686984,0.000461836,1.535789614,4.376176203,0.037534362,0.030432185
"MI","305",3.837552011,11.18002295,1204.538964,28.54674342,223.0277643,31872.08964,1135.415544,35.19362167,21.83241962,0.020287631,2.995603705,6.072038601,0.006369847,0.003705313,0.89090584,3.228230461,0.03044171,0.031266472
"MI","306",1.38906531,7.541408031,1627.606301,32.4570165,278.5289845,25336.57994,1567.072192,87.90391875,28.83705752,0.042995182,4.644076464,6.667809136,0.011324972,0.00739982,0.519220535,5.626956802,0.033754881,0.018614871
"MI","307",4.140983418,10.01830435,1627.015411,65.34058357,539.7167716,40210.70665,1662.081031,39.62838257,29.36062056,0.024229802,4.140347819,4.392933875,0.01826956,NA,0.780562814,4.789329379,0.032437808,0.03947366
"MI","308",1.576888772,6.292421519,1366.785942,75.78260553,320.9655734,41721.41834,1837.20086,61.52504284,32.89848127,0.029598994,4.446048056,6.547363247,NA,NA,1.127762362,4.933774393,0.040999266,0.02072234
"MI","31",2.154677885,6.592298394,1202.571448,53.0063173,237.6234077,41045.44873,1007.932192,60.18697246,31.09512176,0.019258031,2.687198649,5.297796553,0.020581592,NA,0.662597037,2.995587841,0.038478373,0.035752688
"MI","310",2.023449367,6.30594441,1080.760364,42.13726592,340.8463408,62721.6111,1378.29136,89.87255423,30.65261982,0.036567904,4.656326888,NA,0.010564539,0.011068328,1.140345336,3.831306772,0.02509835,0.086116529
"MI","312",6.196703648,17.32187007,809.4682988,21.27069149,237.8336694,105138.4192,765.118852,37.77117827,19.46768967,0.021092775,2.283222854,4.175648066,0.006551187,0.006413112,1.552288622,2.060426174,0.022994089,0.016165022
"MI","313",2.821151223,NA,1309.644968,42.28311508,192.4196474,74418.11765,1443.430824,57.70988229,22.53175288,0.017282683,2.304738283,3.632997236,0.01931013,NA,1.29137182,3.729603446,0.016126058,0.03722547
"MI","314",2.259984819,6.379642287,1578.023245,52.17236468,339.0748048,94037.64048,1259.850098,77.09364049,27.30917083,0.020635592,5.023722551,10.15581093,0.009243255,NA,1.743248816,3.620049926,0.024246262,0.060772191
"MI","315",3.645226833,6.379829882,1176.521804,61.459336,565.8274706,96304.34262,1292.049299,53.42342893,33.87782413,0.021373703,4.51130108,8.84973074,0.013584577,0.003550649,2.308894013,3.800093966,0.032030626,0.035053888
"MI","317",3.838270829,6.696346246,1425.248441,40.671464175,278.00324505,42947.837625,1919.873609,67.78920881,26.514330595,0.036380247,3.447055049,NA,0.0087772475,0.0066755645,0.984268114,4.2357770435,0.0263558205,0.0343076435
"MI","318",4.045810245,4.860818231,1732.369206,40.16746742,NA,31297.096,2354.659413,73.69788041,29.2178395,0.027569843,5.538131381,13.13348409,0.019013187,NA,0.985975871,NA,0.061630852,0.04764576
"MI","32",2.409572763,NA,1308.332645,40.2726737,220.4466682,81021.33433,2081.882034,60.07494176,25.71405511,0.028206703,3.323823982,7.034789928,0.007725895,NA,1.271870237,5.089756554,0.027606226,0.057808907
"MI","320",3.786184026,6.700158235,1397.048367,47.68862423,188.3916086,24450.29517,1228.331278,47.78406866,28.09736824,0.016501952,2.340327317,5.743226271,0.01787859,NA,0.261483834,3.475471393,0.020904328,0.021650995
"MI","322",2.194927196,NA,1127.478832,24.65570184,349.6369862,88905.18099,969.3653604,33.71570372,23.70060689,0.020635563,3.149079786,4.982912214,0.006348484,0.009929372,NA,3.604369097,0.031664151,0.003767476
"MI","323",2.858125308,5.518536237,1832.722767,43.14771296,401.4696596,37264.73451,1983.30795,48.90524193,33.21743914,0.027900046,3.659522549,5.41817187,0.011801931,0.004554629,0.509975581,4.802662647,0.035338462,0.02891065
"MI","324",2.763206223,5.750745993,1423.387204,75.00373326,485.1699079,56657.69453,1702.445244,64.55202141,35.12271,0.027217158,5.64597788,8.25755527,NA,NA,1.342902552,4.339910045,0.049353049,0.020980854
"MI","325",2.487103671,5.033734048,1230.783271,50.66074987,387.4584396,81868.86777,1693.708523,61.44793052,32.88975916,0.029717427,4.890859131,5.876195348,0.009404378,NA,1.303421409,4.05854613,0.051116048,0.036200356
"MI","326",1.587000158,5.932831923,1345.770212,54.79947141,367.5242557,34086.25886,1537.832342,51.38862818,37.87037791,0.026108955,2.860529801,7.118048536,0.020201072,0.007049415,0.913704025,4.856632476,0.046737682,0.035208885
"MI","328",1.947988177,13.12122075,1300.880053,69.57766635,252.3812691,76847.05959,1766.02007,47.0228067,30.10068405,0.025156834,3.468110792,3.707793225,0.023138674,0.001250392,1.4676308,5.095707229,0.027701474,0.02302275
"MI","33",2.148637269,7.193325657,1302.409368,34.41334425,310.3099404,34468.44971,1473.235937,58.23895738,26.00494964,0.031993872,5.223655344,5.249033183,0.012512148,NA,0.657762402,4.678098831,0.025603652,0.035752362
"MI","330",1.775263438,7.128212481,1342.524713,NA,355.238721,106673.9303,1955.770968,91.60141491,40.61948248,0.041227801,4.588585418,9.992425232,0.010952837,0.000732056,1.902933879,4.799757698,0.036503241,0.086928872
"MI","332",2.749058953,9.041597603,1219.253344,48.39261402,390.0844094,104786.8124,1373.65639,45.85110063,32.57189009,0.02993658,4.566154338,6.519103019,0.010342075,0.025355001,1.951220803,3.909344004,0.047031103,0.010154679
"MI","333",3.822155297,7.31276842,1158.674782,20.42297184,166.9182381,20818.78217,1457.640354,34.65584122,18.54841343,0.029830757,2.105625936,NA,0.007304346,0.007934593,0.351342052,3.120509212,0.023597991,0.018291471
"MI","334",2.411199204,8.484683858,2061.886731,39.92194853,249.256962,99956.41919,1558.869249,50.73865345,25.97800099,0.023939492,3.64490064,5.29640734,0.012681187,NA,1.441302577,4.574805224,0.036637849,0.054550782
"MI","335",3.294740605,24.15395417,1335.647442,49.71902789,219.0968652,56389.52844,1615.018383,44.19177043,28.07546387,0.017150403,2.766604808,4.430601738,NA,NA,0.898709296,4.13812543,0.024417345,0.055367651
"MI","336",1.777408976,14.53952167,959.0315299,75.40944905,296.1436982,89293.60404,1891.046463,52.53555621,NA,NA,5.366513026,6.725889176,0.008579394,NA,1.310265707,4.667195596,0.031929072,0.01325945
"MI","337",3.817013568,6.387538626,1437.628012,39.12483893,296.3136933,60895.98032,1864.683392,48.53760874,25.62996182,0.030687555,5.236928972,5.154034476,0.009838597,NA,0.855405843,5.851846467,0.034710312,0.019200056
"MI","338",4.401200227,12.22026075,1263.913728,30.45161238,214.2341878,65768.10826,1235.801762,68.68150619,28.1610438,0.029183887,3.843724687,5.280674143,0.012340348,NA,0.834076907,3.28099257,0.04541866,0.032774219
"MI","339",1.835378488,9.855082024,1129.490299,58.16472501,427.8572238,114746.002,1464.684794,40.79947002,33.65221204,0.020695412,3.54086161,6.330227547,0.017383768,0.021543872,2.338452204,3.829140273,0.026751949,0.050835576
"MI","34",7.346014218,11.78822398,941.4740584,23.2656439,201.9683136,29427.62076,1010.251705,45.7632448,20.51464289,0.032122701,3.014404125,NA,0.008884426,0.000443877,0.380034081,2.338734346,0.027393664,0.026441615
"MI","341",5.442337948,12.45980066,1263.362884,27.22005786,288.5773687,74942.4941,2068.850764,44.92615306,22.92557344,0.021546701,2.768615547,5.558100771,0.009259657,NA,1.27093217,4.635444919,0.021930083,0.014211891
"MI","342",3.582481206,18.68982365,742.7337073,29.0323911,166.2191639,66897.45465,1224.680637,36.1239816,22.20591371,0.036340443,3.716892954,3.21182569,0.009457989,NA,0.900200537,3.618277727,0.028931786,0.016697983
"MI","343",5.112375364,7.516167251,1039.614873,30.9058236,233.6580951,25104.58548,1064.40378,30.41877629,20.53104931,0.032375735,3.076524601,13.98367261,0.00428506,0.002759295,0.523233473,2.83327444,0.021933359,0.012649815
